alcohol_id,alcohol_type,origin,alcohol_age,alcohol_cost,ABV,tasting_note,tasting_score,flavor_profile,flavor_type_rating
3082,whiskey,"The Macallan // Highlands, Scotland",18 Year,5,43.0,"""They've brought us some figgy pudding, indeed.  Rich dried fruits like figs and dates, some toasted nuts and and a scent of freshly peeled oranges are what you'll find with this whisky.  These flavors stay with you for quite some time and eventually turn bitter with some charred smoke from the barrels.""",90,"{""smoky"":30,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":0,""salty"":10,""vanilla"":60,""tart"":20,""fruity"":90,""floral"":10}",4.5
3083,whiskey,"The Macallan // Highlands, Scotland",18 Year,5,43.0,,,,4.43
3084,whiskey,"The Macallan // Highlands, Scotland",NAS,5,43.0,"""Obviously the color is dark and invites one to think of red fruits. Not a bad idea since I get on the nose plenty of dry fruits like prunes and raisins, but also dark chocolate and tobacco. On the mouth, the body is actually lighter than you would expect, but also spicier, with cinnamon and almost chili pepper. Then it comes back to the dry fruits and chocolate listed above, before showing more caramel aromas, without being over sweet. This is a complex whisky that is constantly evolving and changing its profile. In a very good way.
""",90,"{""smoky"":0,""peaty"":0,""spicy"":70,""herbal"":20,""oily"":10,""full_bodied"":40,""rich"":70,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":50,""tart"":10,""fruity"":70,""floral"":20}",4.19
3085,whiskey,"The Macallan // Highlands, Scotland",25 Year,5,43.0,"""Despite the age, the nose is quite fresh with just cut apples and oranges.  Dark leather, maple syrup, and crushed nuts take over on the palate with wood spices and dried fruit following closely behind.  The whisky stays with you for the long haul and is fairly chewy and raisined.""",91,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":80,""floral"":40}",4.63
3086,whiskey,"The Macallan // Highlands, Scotland",NAS ,4,40.0,,,,4.1
3087,whiskey,"The Macallan // Highlands, Scotland",NAS,3,40.0,"""Bring the glass close to your nose and you will get a lot of flavours. Rich, this is a whisky displaying notes of orange, vanilla, dry fruits, chocolate, Brazil nuts and so on. Quite nice! The palate is offering the same profile, plus cinnamon among other spices. This is a whisky that is very fruity, smooth and easy to drink. Although you could expect more from the nose, it plays well neat or for cocktails.""",86,"{""smoky"":0,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":10,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":10,""fruity"":90,""floral"":10}",3.65
3088,whiskey,"The Macallan // Highlands, Scotland",NAS,4,58.6,"""With additional water added, the nose was a bit closed off, but despite the high proof was ridiculously pleasant to sip.  With a splash of cool water, the wine soaked oak came to life.  Dark chocolate and leather, raisins and oranges, espresso and maple, all are found here.  Don't be put off by the cloudiness in the whisky as this is a natural occurrence in non chill filtered whisky.""",88,"{""smoky"":30,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":40,""tart"":30,""fruity"":70,""floral"":10}",4.01
3089,whiskey,"The Macallan // Highlands, Scotland",NAS,4,58.4,"""A surprisingly assertive release from the Macallan, Classic Cut shows what this sherry cask aged malt is capable of when bottled at a higher proof. Notes of almond, candied orange peel, and vanilla present on the palate, with a stiff backbone and lingering woodiness and heat from its 58.4% abv. Very enjoyable on its own and strong enough to take an ice cube, this is a welcome step up in potency from the main Macallan range.""",91,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":25,""oily"":50,""full_bodied"":60,""rich"":65,""sweet"":40,""briny"":10,""salty"":5,""vanilla"":55,""tart"":10,""fruity"":25,""floral"":20}",4.14
3090,whiskey,"The Macallan // Highlands, Scotland",NAS,4,51.2,,,,3.67
3091,whiskey,"The Macallan // Highlands, Scotland",NAS,4,52.9,,,,4.15
3092,whiskey,"The Macallan // Highland, Scotland",12 Year,3,43.0,"""A sweet nose showcases chocolate, along with sherry fruits and nuttiness. Find a drier, spicier oak influence on the palate, along with lemon oil, all backed by a trail-mix bag assortment of dried sugary fruits and nuts. The finish begins with citrus zest and spice, along with more oak, before turning into milk chocolate and more rich dark, dried fruits.""",87,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":0,""oily"":60,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":50,""tart"":40,""fruity"":60,""floral"":10}",3.77
3093,whiskey,"The Macallan // Highlands, Scotland",15 Year,4,43.0,"""The aroma shows a robust malty note, dried fruits (figs, raisins, orange peel), and mild aromas of vanilla and caramel. Baking spices appear as well. Quite a lot going on with the aroma, but all pretty much expected. As you taste, the whisky has a tangy, spicy profile. More dried fruits appear and there's a moderate oak flavor. There's a good length to the finish which displays a nice nutty and dark chocolate quality. The American oak casks here give the whisky a bright and lively tone which is a good thing. """,92,"{""smoky"":25,""peaty"":0,""spicy"":45,""herbal"":20,""oily"":15,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":30,""tart"":55,""fruity"":70,""floral"":15}",4.15
3094,whiskey,"The Macallan // Highlands, Scotland",18 Year,5,43.0,"""Lots of sherry influence here paired with the robust malt notes bring dark toast, nuts, and dark chocolate to the nose. Raisins and orange peel are found here as well. On the palate the whisky is chewy with flavors leaning more bitter than sweet. The finish brings more of those found on the nose with the malted barley and oxidized sherry flavors. """,89,"{""smoky"":25,""peaty"":0,""spicy"":55,""herbal"":25,""oily"":25,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":25,""tart"":35,""fruity"":65,""floral"":0}",4.24
3095,whiskey,"Speyside, Scotland",,5,49.5,,,,5.0
3096,whiskey,"The Macallan // Highlands, Scotland",NAS,4,48.2,"""Find honey and sultanas on the nose, with dried fruits, and an overall a huge sherry influence in the form of walnuts and prunes. The palate starts off drier, showcasing oak, but opens up to reveal honey, toffee, and dark red fruits, and continues to get richer over time. The finish is sweet, short, and without burn, showcasing more sherry-tinged red fruits along with chocolate and marzipan. A Scotch for sherry heads.""",91,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":50,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":80,""floral"":20}",4.18
3097,whiskey,"The Macallan // Highlands, Scotland",NAS,4,48.3,"""Like any good perfume this whisky’s bouquet is a bit beguiling and invites more intimate attention. Brandied fruits and spiced chocolate at first but there’s a lot more behind this. Dried flowers, Madagascar vanilla, malt loaf, and Confectioners' sugar. This is all quite delicate so don’t get too close so you can pick up all the nuances. The palate isn’t quite as dainty. Dark chocolate, dry malt, dark honey, and more brandied fruits. The finish is light and savory with wet pipe tobacco, a dose of barrel spice, and pipe smoke. Deft use of these barrels has made something teasing but a little bit lovely too.""",90,"{""smoky"":15,""peaty"":0,""spicy"":15,""herbal"":10,""oily"":10,""full_bodied"":30,""rich"":35,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":30,""tart"":0,""fruity"":50,""floral"":25}",3.99
3098,whiskey,"The Macallan // Highlands, Scotland",NAS,4,48.4,"""The Macallan Edition No. 4's loaded sherry heritage is revealed instantly with walnuts and prunes, citrus peels, apple slices dripping with clover honey, and a dose of rancio funk on the nose. The palate is all rich, sweet sherry upfront, followed by orange zest, spicy oak, and milk chocolate. The finish is drier, with tingly black pepper, astringent oak, and dark chocolate, and finally more citrus, sherry, and fruit in the background. One big sherry bomb all the way through.""",90,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":60,""full_bodied"":90,""rich"":100,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":30}",4.11
3099,whiskey,"The Macallan // Highlands, Scotland",NAS,4,48.5,"""More spicy than anticipated, slightly off the mark for a Macallan. Distinct apple cider wafting from the glass with lots of dried fruits. Silky palate but with peppery gingerroot notes. Bitter hot cinnamon candies on the finish that didn't stick around too long. Somewhat one dimensional and not the typical Macallan profile.  """,79,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":0,""oily"":0,""full_bodied"":20,""rich"":10,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":25,""floral"":0}",3.9
3100,whiskey,"The Macallan // Highlands, Scotland",NAS,4,48.6,"""The nose is all sherry upfront, with prunes, beeswax, and dried, honeyed fruits, backed by dark chocolate, toffee and a heathery, floral character. The palate is similarly deeply sherried, with sultana raisins and walnuts followed by creamy fudge, ginger and raspberries. The finish offers citrus zest and candied citrus chews, with spiced Christmas cake. """,90,"{""smoky"":10,""peaty"":0,""spicy"":70,""herbal"":30,""oily"":60,""full_bodied"":70,""rich"":90,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":50,""tart"":30,""fruity"":80,""floral"":40}",4.21
3101,whiskey,"The Macallan // Highlands, Scotland",NAS,5,45.7,,,,4.35
3102,whiskey,"The Macallan // Highlands, Scotland",NAS,5,63.8,,,,4.75
3103,whiskey,"The Macallan // Highlands, Scotland",NAS,5,60.8,,,,5.0
3104,whiskey,"The Macallan // Highlands, Scotland",10 Year,2,40.0,"""The aroma of the whisky is quite intense with cookie crumbs, sweet maple, chopped nuts, and citrus peels.  The malty quality increases with time in the glass and is fairly oily and slick on your tongue.  Wood spices encircle the dram and the whisky finishes with a bittersweet quality.""",85,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":60,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":20}",3.38
3105,whiskey,"The Macallan // Highlands, Scotland",12 Year,4,40.0,,,,3.8
3106,whiskey,"The Macallan // Highlands, Scotland",15 Year,4,43.0,"""The whisky has a slightly chewy texture with orange marmalade, floral honey, and chocolate covered cherries.  There is a small amount of char smoke, maple syrup, and vanilla cream as you continue and a dash of spice on the finish.  
""",86,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":20}",3.98
3107,whiskey,"The Macallan // Highlands, Scotland",17 Year,4,43.0,"""Aromas reminiscent of autumn are initially what is found here.  Apples, brown sugar and wood spices.  Upon tasting you get caramel and almonds.  The texture is less chewy than their 18 year exclusive Sherry aged whisky, but it's still got some body.  There is a hint of char smoke with honey and more dried fruits on the finish.""",90,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":70,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":20}",4.13
3108,whiskey,"The Macallan // Highlands, Scotland",21 Year,5,43.0,"""The maturity of this Scotch is evident from nose to palate, and we don't need to see any I.D. to prove it! Elegant flavors of orange marmalade and honey are balanced with silky creme brulee and a hint of earthy smoke. This is an exceptional whisky you'll want to sip slowly. A drop of water will open it up even more, but it's not really necessary.""",98,"{""smoky"":15,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":85,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":25,""tart"":5,""fruity"":30,""floral"":5}",4.53
3109,whiskey,"The Macallan // Highlands, Scotland",25 Year,5,43.0,"""A robust aroma of peach, blood orange and coconut greet you as you take bring the glass to your nose.  There are wood spices found, but become integrated on the palate.  The retro-nasal flavor profile is fruit, floral, and fresh despite the 25 years of age.  A slight smoke lingers on your palate on the finish. 
""",93,"{""smoky"":40,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":80,""rich"":90,""sweet"":90,""briny"":0,""salty"":20,""vanilla"":50,""tart"":40,""fruity"":90,""floral"":60}",4.46
3110,whiskey,"The Macallan // Highlands, Scotland",NAS,3,40.0,"""It is fair to say that the colour is actually matching  to the name. On the palate comes a medium body whisky, with lots of citrus, vanilla, quince and hints of coconut. It is rather sweet and not massively complex but overall there is a lovely balance, including a drier finish when the wood comes back to the palate.
""",82,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":10,""full_bodied"":50,""rich"":40,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":60,""tart"":30,""fruity"":70,""floral"":20}",3.39
3111,whiskey,"The Macallan // Highlands , Scotland",NAS,4,41.3,,,,3.76
3112,whiskey,"The Macallan // Highlands, Scotland",NAS,5,47.7,"""The aroma is that pleasing bouquet that comes from a small book store with oak shelves filled with rare first editions. Wood smoke swirls beneath aged port with baking spices, citrus, and fruitcake adding layers of depth to the nose. The viscous whisky coats the mouth without being gummy and your taste buds give a round of applause in appreciation. Chocolate, allspice, sherry, leather and citrus flavors keep them on their feet well into the finish. Pipe tobacco, oak, more dried fruits, and citrus climb slow and steady then drift away like a war hero walking into the sunset. If you have a few thousand piggy banks, this is the whisky that justifies taking a hammer to them so you can acquire a bottle.  """,98,"{""smoky"":50,""peaty"":10,""spicy"":60,""herbal"":0,""oily"":15,""full_bodied"":90,""rich"":100,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":20,""tart"":20,""fruity"":80,""floral"":10}",4.26
3113,whiskey,"The Macallan // Highlands, Scotland",NAS,5,43.0,"""Delicate floral notes and orange tea are some of the aromas found along with high notes of dried fruits like cherries, apples, and cranberries. Milk chocolate is another component along with vanilla bean. The flavor profile continues on this theme, but you almost don't want to drink as the aroma is so enticing. But of course you must succumb. The whisky is feminine and elegant on your palate with gentle barrel spices seeing you home. Should you find yourself in Vegas and if you have the means, we highly recommend picking one up.""",95,"{""smoky"":3,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":15,""full_bodied"":45,""rich"":45,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":45,""tart"":35,""fruity"":75,""floral"":70}",4.8
3114,whiskey,"The Macallan // Highlands, Scotland",NAS,5,46.5,,,,4.6
3115,whiskey,"The Macallan // Highlands , Scotland",NAS,3,40.0,,,,3.59
3116,whiskey,"The Macallan // Highlands, Scotland",NAS,5,43.0,"""Considering all the contact with first fill sherry casks, this is an extremely elegant and restrained sherried whisky. Dark cherry, dates and raisins provide the fruit flavors, with rich flavors of vanilla, dark chocolate and toffee. Lemon peel and clove cut the richness beautifully with a hint of ginger. The finish goes on for many miles ahead. Don't drink this as your opening act - it would be unfair to most anything served after it.""",98,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":5,""oily"":15,""full_bodied"":85,""rich"":85,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":35,""tart"":10,""fruity"":40,""floral"":10}",4.54
